rating,title,review,country,date
3,"Meh. Better than the paper masks, but needs work.","They would be better if they had put a metal piece above the nose to create a better seal. I cut mine open and shoved a wire inside, it works. Comfort of mask is ok - i dont have a big head so I got the medium size, and they seem a little too small. But workable. They can be quite warm and uncomfortable after about fifteen minutes indoors. Outdoors they work as a great wind breaker in the winter.",Canada,2020-12-09
3,Tissu intérieur difficile à respirer / Pour courte durée seulement,"Masque très confortable. Ne tire pas les oreilles . Par contre,
L'épaisseur du tissu qui se trouve contre la bouche (l'épaisseur intérieur) est en coton doux , mais ouf, difficile à respirer à la longue. Je le conseille seulement pour une petit sortie (épicerie de courte durée, dépanneur etc) mais malheureusement je l'ai essayé 3h au travail et non.... De plus, le fait de respirer , la bouche créé toujours de la condensation habituellement normalement tolérable mais avec ces masques, le coton intérieur devient facilement '' humide'' à force d'expirer l'air de la bouche. Un peu désagréable, c'est pour cela que je conseille plus pour un usage ce courte durée.",Canada,2021-01-27
3,Large is too small,"I bought the large size and am disappointed. The cloth is soft and seems of quality but I look like dumbo the elephant with my ears uncomfortably pulled forward with the elastic strings straining. It also just barely covers my chin and nose. If you have a relatively large face I would not recommend, even if you order the large size.",Canada,2020-12-09
3,"Great for small amounts of time, bummer for extended time periods.","At first the mask seems fine, but wearing it in any sort of heat (summer), and/or for an extended amount of time gets really uncomfortable. Super hot and steamy... Plus when you breath the mask is heavy enough that it sucks in on your inhale. Wearing it for short periods is fine enough though. (5 hour shift serving at a bar, no. Half hour trip to the grocery store, sure).",Canada,2020-08-17
3,Super comfortable and light,"Exactly as described, and fits my face perfectly. It's comfortable enough to almost forget it's there, because of how light it is. However, I took off a couple stars because I wish they extended the elastic to the nose bridge portion, or even added a wire nose bridge. There is a not-so-insignificant nose bridge gap with these, which impacts how effective the mask itself actually is.",Canada,2021-02-05
3,Inconsistent Sizing,"I do like the style and softness of these, but the sizing is quite frustrating. All 3 masks have a different shape/fit. One was slightly smaller in length from the nose to the chin so it tends to pull down a bit more when talking. One gaps open under the chin. One has excess fabric in the front because of the cut of the fabric (a more pronounced curvature). And I had to tie a knot in the ear elastics of all 3 to prevent them from falling off my face because they were too loose. I also wish that they had a wire in the nose for a more secure fit, so I will probably try buying a different brand next time.",Canada,2020-08-27
3,Received wrong size.,"Ordered a pack in Medium size, after checking the measurements. While finishing ordering, the basket showed the item was youth/small adult. Tried few times by emptying the shopping basket and chosing the right size ‘Medium’, which would populate my basket without giving correct size info. Getting tired, I ordered anyways. Order received on time, size on the inside package marked as small. I had to wash it before trying for size verification. Sure enough, it’s a bit smaller. Medium size would have been perfect. Be Careful when ordering. The system should NOT fill our shopping basket with a different size if size required is out of stock. Stuck with something that can’t use.",Canada,2020-08-17
3,Large is smaller than expected and I'm a small guy,"These masks are made for very tiny, tiny, tiny people. I'm a normal sized white guy with normal features, including normal sized head. And large is way too small, even my wife's is too small for same order. XXL would be more appropriate, but not available.",Canada,2020-12-07
3,"It’s too big, won’t shrink, and it is very hot to wear it all the time","I measured as per guidelines, and ordered size L (which is the smallest adult size). Still the mask is too big, the ear straps are too long and loose, they are not adjustable. The mask is soft, but breathability is below average — after a period of time it is too hot inside the mask.",Canada,2020-08-16
3,Not pleased,"I am not pleased with these masks because the product description says that they can be shaped to your nose size, but these masks can not. Also the elastics have expanded with just about four wears.
I do not recommend these masks.",Canada,2020-09-03
3,Slips down my nose,"When I first put this mask on I thought it was quite comfortable. However, after wearing it for about 5 minutes I found that the portion of the mask that covers my nose kept slipping down. This issue was especially prevalent if I talked while wearing the mask, but even if I was just walking with my mouth closed it still constantly kept slipping down my nose. I consulted the sizing guide prior to purchasing so I don't think this issue is related to mask size/fit but rather the fact that this mask *does not* have a flexible wire around the nose portion.",Canada,2020-11-11
3,Be sure in your measurements,mask meets all the specs as advertised except the size. I measured and re-measured to be sure I selected the right size. Unfortunately my masks are too big. I tried one and it fell below my nose. I shortened the earloop but that only distorted the shape. I suggest measure carefully and maybe go the next size smaller or be very sure about the size.,Canada,2020-08-26
3,XL is not very XL,"Even though I purchased the XL sized face masks, I find once I start talking my nose very quickly pops out over the top of the mask. I have tried positioning the mask higher on my face, as well as flipping it over in case 1 way sat better than the other, but it keeps happening... and my head is not gigantic or anything.

Right now, no-one wants an embarrassing nose-tip slip when they are in a mandatory ""masks on"" situation, so its a little disappointing",Canada,2020-09-09
